Election_District,ED_Number,Candidate_ID,Candidate_Name,Votes,Percentage,Total_Ballots_in_ED,Total_Valid_Votes_in_ED
ED: 010,10,217654,Aaron S. Foldenauer (217654),5,2.53,221,198
ED: 010,10,217605,Scott M. Stringer (217605),4,2.02,221,198
ED: 010,10,221183,Shaun Donovan (221183),3,1.52,221,198
ED: 010,10,218117,Paperboy Love Prince (218117),2,1.01,221,198
ED: 010,10,218127,Raymond J. McGuire (218127),2,1.01,221,198
ED: 010,10,221141,Art Chang (221141),1,0.51,221,198
ED: 010,10,221458,Isaac Wright Jr. (221458),1,0.51,221,198
ED: 011,11,TOTAL_VALID,TOTAL VALID VOTES,150,100.0,180,150
ED: 011,11,219469,Maya D. Wiley (219469),55,36.67,180,150
ED: 011,11,219978,Kathryn A. Garcia (219978),35,23.33,180,150
ED: 011,11,217796,Andrew Yang (217796),17,11.33,180,150
ED: 011,11,217572,Eric L. Adams (217572),17,11.33,180,150
ED: 011,11,217605,Scott M. Stringer (217605),11,7.33,180,150
ED: 011,11,218491,Dianne Morales (218491),5,3.33,180,150
ED: 011,11,221141,Art Chang (221141),4,2.67,180,150
ED: 011,11,217654,Aaron S. Foldenauer (217654),3,2.0,180,150
ED: 011,11,overvote,Candidate overvote,1,0.67,180,150
ED: 011,11,218127,Raymond J. McGuire (218127),1,0.67,180,150
ED: 011,11,221183,Shaun Donovan (221183),1,0.67,180,150
ED: 012,12,TOTAL_VALID,TOTAL VALID VOTES,187,100.0,210,187
ED: 012,12,219978,Kathryn A. Garcia (219978),58,31.02,210,187
ED: 012,12,219469,Maya D. Wiley (219469),58,31.02,210,187
ED: 012,12,217572,Eric L. Adams (217572),22,11.76,210,187
ED: 012,12,217796,Andrew Yang (217796),21,11.23,210,187
ED: 012,12,218491,Dianne Morales (218491),10,5.35,210,187
ED: 012,12,217605,Scott M. Stringer (217605),5,2.67,210,187
ED: 012,12,221183,Shaun Donovan (221183),5,2.67,210,187
ED: 012,12,218127,Raymond J. McGuire (218127),4,2.14,210,187
ED: 012,12,221141,Art Chang (221141),3,1.6,210,187
ED: 012,12,218117,Paperboy Love Prince (218117),1,0.53,210,187
ED: 013,13,TOTAL_VALID,TOTAL VALID VOTES,219,100.0,257,219
ED: 013,13,219469,Maya D. Wiley (219469),75,34.25,257,219
ED: 013,13,219978,Kathryn A. Garcia (219978),60,27.4,257,219
ED: 013,13,217796,Andrew Yang (217796),26,11.87,257,219
ED: 013,13,217572,Eric L. Adams (217572),23,10.5,257,219
ED: 013,13,217605,Scott M. Stringer (217605),15,6.85,257,219
ED: 013,13,218491,Dianne Morales (218491),10,4.57,257,219
ED: 013,13,221183,Shaun Donovan (221183),7,3.2,257,219
ED: 013,13,218127,Raymond J. McGuire (218127),1,0.46,257,219
ED: 013,13,221141,Art Chang (221141),1,0.46,257,219
ED: 013,13,overvote,Candidate overvote,1,0.46,257,219
ED: 014,14,TOTAL_VALID,TOTAL VALID VOTES,180,100.0,226,180
ED: 014,14,219469,Maya D. Wiley (219469),67,37.22,226,180
ED: 014,14,219978,Kathryn A. Garcia (219978),43,23.89,226,180
ED: 014,14,217572,Eric L. Adams (217572),16,8.89,226,180
ED: 014,14,217796,Andrew Yang (217796),16,8.89,226,180
ED: 014,14,217605,Scott M. Stringer (217605),11,6.11,226,180
ED: 014,14,218127,Raymond J. McGuire (218127),7,3.89,226,180
ED: 014,14,218491,Dianne Morales (218491),6,3.33,226,180
ED: 014,14,221141,Art Chang (221141),6,3.33,226,180
ED: 014,14,221183,Shaun Donovan (221183),3,1.67,226,180
ED: 014,14,overvote,Candidate overvote,2,1.11,226,180
ED: 014,14,217654,Aaron S. Foldenauer (217654),2,1.11,226,180
ED: 014,14,Write-in,Candidate Write-in,1,0.56,226,180
ED: 015,15,TOTAL_VALID,TOTAL VALID VOTES,206,100.0,232,206
ED: 015,15,219469,Maya D. Wiley (219469),88,42.72,232,206
ED: 015,15,219978,Kathryn A. Garcia (219978),52,25.24,232,206
ED: 015,15,217796,Andrew Yang (217796),19,9.22,232,206
ED: 015,15,217572,Eric L. Adams (217572),19,9.22,232,206
ED: 015,15,217605,Scott M. Stringer (217605),8,3.88,232,206
ED: 015,15,221141,Art Chang (221141),8,3.88,232,206
ED: 015,15,218491,Dianne Morales (218491),5,2.43,232,206
ED: 015,15,218117,Paperboy Love Prince (218117),3,1.46,232,206
ED: 015,15,overvote,Candidate overvote,1,0.49,232,206
ED: 015,15,218127,Raymond J. McGuire (218127),1,0.49,232,206
ED: 015,15,221183,Shaun Donovan (221183),1,0.49,232,206
ED: 015,15,Write-in,Candidate Write-in,1,0.49,232,206
ED: 016,16,TOTAL_VALID,TOTAL VALID VOTES,240,100.0,273,240
ED: 016,16,219469,Maya D. Wiley (219469),111,46.25,273,240
ED: 016,16,219978,Kathryn A. Garcia (219978),57,23.75,273,240
ED: 016,16,217796,Andrew Yang (217796),20,8.33,273,240
ED: 016,16,217572,Eric L. Adams (217572),17,7.08,273,240
ED: 016,16,217605,Scott M. Stringer (217605),10,4.17,273,240
ED: 016,16,218491,Dianne Morales (218491),10,4.17,273,240
ED: 016,16,221141,Art Chang (221141),4,1.67,273,240
ED: 016,16,221183,Shaun Donovan (221183),4,1.67,273,240
ED: 016,16,217654,Aaron S. Foldenauer (217654),3,1.25,273,240
ED: 016,16,218922,Joycelyn Taylor (218922),2,0.83,273,240
ED: 016,16,218127,Raymond J. McGuire (218127),2,0.83,273,240
ED: 017,17,TOTAL_VALID,TOTAL VALID VOTES,209,100.0,240,209
ED: 017,17,219469,Maya D. Wiley (219469),103,49.28,240,209
ED: 017,17,219978,Kathryn A. Garcia (219978),38,18.18,240,209
ED: 017,17,217572,Eric L. Adams (217572),19,9.09,240,209
ED: 017,17,217796,Andrew Yang (217796),18,8.61,240,209
ED: 017,17,218491,Dianne Morales (218491),10,4.78,240,209
ED: 017,17,218127,Raymond J. McGuire (218127),6,2.87,240,209
ED: 017,17,217605,Scott M. Stringer (217605),4,1.91,240,209
ED: 017,17,221183,Shaun Donovan (221183),3,1.44,240,209
ED: 017,17,221141,Art Chang (221141),3,1.44,240,209
ED: 017,17,overvote,Candidate overvote,2,0.96,240,209
ED: 017,17,Write-in,Candidate Write-in,2,0.96,240,209
ED: 017,17,218117,Paperboy Love Prince (218117),1,0.48,240,209
ED: 018,18,TOTAL_VALID,TOTAL VALID VOTES,274,100.0,310,274
ED: 018,18,219469,Maya D. Wiley (219469),123,44.89,310,274
ED: 018,18,219978,Kathryn A. Garcia (219978),72,26.28,310,274
ED: 018,18,217796,Andrew Yang (217796),22,8.03,310,274
ED: 018,18,217572,Eric L. Adams (217572),19,6.93,310,274
ED: 018,18,217605,Scott M. Stringer (217605),12,4.38,310,274
ED: 018,18,221141,Art Chang (221141),6,2.19,310,274
ED: 018,18,221183,Shaun Donovan (221183),6,2.19,310,274
ED: 018,18,218491,Dianne Morales (218491),4,1.46,310,274
ED: 018,18,218127,Raymond J. McGuire (218127),4,1.46,310,274
ED: 018,18,218117,Paperboy Love Prince (218117),2,0.73,310,274
ED: 018,18,217654,Aaron S. Foldenauer (217654),2,0.73,310,274
ED: 018,18,221458,Isaac Wright Jr. (221458),1,0.36,310,274
ED: 018,18,218922,Joycelyn Taylor (218922),1,0.36,310,274
ED: 019,19,TOTAL_VALID,TOTAL VALID VOTES,250,100.0,284,250
ED: 019,19,219469,Maya D. Wiley (219469),115,46.0,284,250
ED: 019,19,219978,Kathryn A. Garcia (219978),56,22.4,284,250
ED: 019,19,217572,Eric L. Adams (217572),24,9.6,284,250
ED: 019,19,217796,Andrew Yang (217796),17,6.8,284,250
ED: 019,19,218491,Dianne Morales (218491),16,6.4,284,250
ED: 019,19,217605,Scott M. Stringer (217605),11,4.4,284,250
ED: 019,19,221183,Shaun Donovan (221183),6,2.4,284,250
ED: 019,19,218127,Raymond J. McGuire (218127),2,0.8,284,250
ED: 019,19,218117,Paperboy Love Prince (218117),1,0.4,284,250
ED: 019,19,overvote,Candidate overvote,1,0.4,284,250
ED: 019,19,217654,Aaron S. Foldenauer (217654),1,0.4,284,250
ED: 020,20,TOTAL_VALID,TOTAL VALID VOTES,248,100.0,291,248
ED: 020,20,219469,Maya D. Wiley (219469),99,39.92,291,248
ED: 020,20,219978,Kathryn A. Garcia (219978),58,23.39,291,248
ED: 020,20,217572,Eric L. Adams (217572),27,10.89,291,248
ED: 020,20,217796,Andrew Yang (217796),24,9.68,291,248
ED: 020,20,218491,Dianne Morales (218491),15,6.05,291,248
ED: 020,20,218127,Raymond J. McGuire (218127),5,2.02,291,248
ED: 020,20,221141,Art Chang (221141),4,1.61,291,248
ED: 020,20,221183,Shaun Donovan (221183),4,1.61,291,248
ED: 020,20,217605,Scott M. Stringer (217605),4,1.61,291,248
ED: 020,20,217654,Aaron S. Foldenauer (217654),3,1.21,291,248
ED: 020,20,218117,Paperboy Love Prince (218117),2,0.81,291,248
ED: 020,20,overvote,Candidate overvote,1,0.4,291,248
ED: 020,20,218922,Joycelyn Taylor (218922),1,0.4,291,248
ED: 020,20,Write-in,Candidate Write-in,1,0.4,291,248
ED: 021,21,TOTAL_VALID,TOTAL VALID VOTES,285,100.0,328,285
ED: 021,21,219469,Maya D. Wiley (219469),141,49.47,328,285
ED: 021,21,219978,Kathryn A. Garcia (219978),44,15.44,328,285
ED: 021,21,217572,Eric L. Adams (217572),32,11.23,328,285
ED: 021,21,217796,Andrew Yang (217796),18,6.32,328,285
ED: 021,21,217605,Scott M. Stringer (217605),17,5.96,328,285
ED: 021,21,218491,Dianne Morales (218491),14,4.91,328,285
ED: 021,21,221183,Shaun Donovan (221183),5,1.75,328,285
ED: 021,21,218117,Paperboy Love Prince (218117),4,1.4,328,285
ED: 021,21,221141,Art Chang (221141),4,1.4,328,285
ED: 021,21,218127,Raymond J. McGuire (218127),2,0.7,328,285
ED: 021,21,218922,Joycelyn Taylor (218922),2,0.7,328,285
ED: 021,21,221458,Isaac Wright Jr. (221458),1,0.35,328,285
ED: 021,21,217654,Aaron S. Foldenauer (217654),1,0.35,328,285
ED: 022,22,TOTAL_VALID,TOTAL VALID VOTES,244,100.0,286,244
ED: 022,22,219469,Maya D. Wiley (219469),112,45.9,286,244
ED: 022,22,219978,Kathryn A. Garcia (219978),53,21.72,286,244
ED: 022,22,217796,Andrew Yang (217796),25,10.25,286,244
ED: 022,22,217572,Eric L. Adams (217572),16,6.56,286,244
ED: 022,22,217605,Scott M. Stringer (217605),12,4.92,286,244
ED: 022,22,221183,Shaun Donovan (221183),8,3.28,286,244
ED: 022,22,218491,Dianne Morales (218491),8,3.28,286,244
ED: 022,22,overvote,Candidate overvote,2,0.82,286,244
ED: 022,22,218117,Paperboy Love Prince (218117),2,0.82,286,244
ED: 022,22,217654,Aaron S. Foldenauer (217654),2,0.82,286,244
ED: 022,22,221141,Art Chang (221141),2,0.82,286,244
ED: 022,22,218922,Joycelyn Taylor (218922),1,0.41,286,244
ED: 022,22,218127,Raymond J. McGuire (218127),1,0.41,286,244
ED: 023,23,TOTAL_VALID,TOTAL VALID VOTES,167,100.0,209,167
ED: 023,23,219469,Maya D. Wiley (219469),76,45.51,209,167
ED: 023,23,219978,Kathryn A. Garcia (219978),41,24.55,209,167
ED: 023,23,217796,Andrew Yang (217796),15,8.98,209,167
ED: 023,23,218491,Dianne Morales (218491),12,7.19,209,167
ED: 023,23,217572,Eric L. Adams (217572),11,6.59,209,167
ED: 023,23,217605,Scott M. Stringer (217605),4,2.4,209,167
ED: 023,23,218127,Raymond J. McGuire (218127),3,1.8,209,167
ED: 023,23,221141,Art Chang (221141),2,1.2,209,167
ED: 023,23,221183,Shaun Donovan (221183),2,1.2,209,167
ED: 023,23,Write-in,Candidate Write-in,1,0.6,209,167
ED: 024,24,TOTAL_VALID,TOTAL VALID VOTES,207,100.0,242,207
ED: 024,24,219469,Maya D. Wiley (219469),83,40.1,242,207
ED: 024,24,219978,Kathryn A. Garcia (219978),52,25.12,242,207
ED: 024,24,217796,Andrew Yang (217796),22,10.63,242,207
ED: 024,24,217572,Eric L. Adams (217572),20,9.66,242,207
ED: 024,24,218491,Dianne Morales (218491),8,3.86,242,207
ED: 024,24,217605,Scott M. Stringer (217605),8,3.86,242,207
ED: 024,24,overvote,Candidate overvote,4,1.93,242,207
ED: 024,24,218127,Raymond J. McGuire (218127),4,1.93,242,207
ED: 024,24,221141,Art Chang (221141),2,0.97,242,207
ED: 024,24,217654,Aaron S. Foldenauer (217654),2,0.97,242,207
ED: 024,24,218117,Paperboy Love Prince (218117),1,0.48,242,207
ED: 024,24,221183,Shaun Donovan (221183),1,0.48,242,207
ED: 025,25,TOTAL_VALID,TOTAL VALID VOTES,174,100.0,191,174
ED: 025,25,219469,Maya D. Wiley (219469),68,39.08,191,174
ED: 025,25,219978,Kathryn A. Garcia (219978),31,17.82,191,174
ED: 025,25,217796,Andrew Yang (217796),20,11.49,191,174
ED: 025,25,217605,Scott M. Stringer (217605),18,10.34,191,174
ED: 025,25,217572,Eric L. Adams (217572),14,8.05,191,174
ED: 025,25,218491,Dianne Morales (218491),10,5.75,191,174
ED: 025,25,218117,Paperboy Love Prince (218117),4,2.3,191,174
ED: 025,25,221141,Art Chang (221141),3,1.72,191,174
ED: 025,25,221183,Shaun Donovan (221183),2,1.15,191,174
ED: 025,25,overvote,Candidate overvote,1,0.57,191,174
ED: 025,25,218127,Raymond J. McGuire (218127),1,0.57,191,174
ED: 025,25,217654,Aaron S. Foldenauer (217654),1,0.57,191,174
ED: 025,25,218922,Joycelyn Taylor (218922),1,0.57,191,174
ED: 026,26,TOTAL_VALID,TOTAL VALID VOTES,176,100.0,215,176
ED: 026,26,219469,Maya D. Wiley (219469),57,32.39,215,176
ED: 026,26,219978,Kathryn A. Garcia (219978),43,24.43,215,176
ED: 026,26,217796,Andrew Yang (217796),30,17.05,215,176
ED: 026,26,217572,Eric L. Adams (217572),24,13.64,215,176
ED: 026,26,217605,Scott M. Stringer (217605),10,5.68,215,176
ED: 026,26,221183,Shaun Donovan (221183),4,2.27,215,176
ED: 026,26,218491,Dianne Morales (218491),4,2.27,215,176
ED: 026,26,218117,Paperboy Love Prince (218117),2,1.14,215,176
ED: 026,26,221141,Art Chang (221141),1,0.57,215,176
ED: 026,26,217654,Aaron S. Foldenauer (217654),1,0.57,215,176
ED: 027,27,TOTAL_VALID,TOTAL VALID VOTES,207,100.0,260,207
ED: 027,27,219469,Maya D. Wiley (219469),85,41.06,260,207
ED: 027,27,219978,Kathryn A. Garcia (219978),43,20.77,260,207
ED: 027,27,217572,Eric L. Adams (217572),23,11.11,260,207
ED: 027,27,217796,Andrew Yang (217796),20,9.66,260,207
ED: 027,27,217605,Scott M. Stringer (217605),11,5.31,260,207
ED: 027,27,218491,Dianne Morales (218491),7,3.38,260,207
ED: 027,27,221141,Art Chang (221141),7,3.38,260,207
ED: 027,27,221183,Shaun Donovan (221183),5,2.42,260,207
ED: 027,27,218127,Raymond J. McGuire (218127),4,1.93,260,207
ED: 027,27,218117,Paperboy Love Prince (218117),1,0.48,260,207
ED: 027,27,218922,Joycelyn Taylor (218922),1,0.48,260,207
ED: 028,28,TOTAL_VALID,TOTAL VALID VOTES,166,100.0,194,166
ED: 028,28,219469,Maya D. Wiley (219469),59,35.54,194,166
ED: 028,28,219978,Kathryn A. Garcia (219978),36,21.69,194,166
ED: 028,28,217796,Andrew Yang (217796),19,11.45,194,166
ED: 028,28,217572,Eric L. Adams (217572),15,9.04,194,166
ED: 028,28,217605,Scott M. Stringer (217605),15,9.04,194,166
ED: 028,28,218491,Dianne Morales (218491),13,7.83,194,166
ED: 028,28,218127,Raymond J. McGuire (218127),4,2.41,194,166
ED: 028,28,221183,Shaun Donovan (221183),4,2.41,194,166
ED: 028,28,221141,Art Chang (221141),1,0.6,194,166
ED: 029,29,TOTAL_VALID,TOTAL VALID VOTES,169,100.0,209,169
ED: 029,29,219469,Maya D. Wiley (219469),61,36.09,209,169
ED: 029,29,219978,Kathryn A. Garcia (219978),44,26.04,209,169
ED: 029,29,217572,Eric L. Adams (217572),21,12.43,209,169
ED: 029,29,217796,Andrew Yang (217796),18,10.65,209,169
ED: 029,29,221183,Shaun Donovan (221183),7,4.14,209,169
ED: 029,29,221141,Art Chang (221141),7,4.14,209,169
ED: 029,29,217605,Scott M. Stringer (217605),6,3.55,209,169
ED: 029,29,217654,Aaron S. Foldenauer (217654),2,1.18,209,169
ED: 029,29,218491,Dianne Morales (218491),1,0.59,209,169
ED: 029,29,218922,Joycelyn Taylor (218922),1,0.59,209,169
ED: 029,29,218117,Paperboy Love Prince (218117),1,0.59,209,169
ED: 030,30,TOTAL_VALID,TOTAL VALID VOTES,197,100.0,229,197
ED: 030,30,219469,Maya D. Wiley (219469),79,40.1,229,197
ED: 030,30,219978,Kathryn A. Garcia (219978),45,22.84,229,197
ED: 030,30,217572,Eric L. Adams (217572),21,10.66,229,197
ED: 030,30,217796,Andrew Yang (217796),20,10.15,229,197
ED: 030,30,217605,Scott M. Stringer (217605),7,3.55,229,197
ED: 030,30,218491,Dianne Morales (218491),7,3.55,229,197
ED: 030,30,218127,Raymond J. McGuire (218127),6,3.05,229,197
ED: 030,30,218117,Paperboy Love Prince (218117),3,1.52,229,197
ED: 030,30,221141,Art Chang (221141),2,1.02,229,197
ED: 030,30,221183,Shaun Donovan (221183),2,1.02,229,197
ED: 030,30,Write-in,Candidate Write-in,2,1.02,229,197
ED: 030,30,217654,Aaron S. Foldenauer (217654),2,1.02,229,197
ED: 030,30,221458,Isaac Wright Jr. (221458),1,0.51,229,197
ED: 031,31,TOTAL_VALID,TOTAL VALID VOTES,202,100.0,248,202
ED: 031,31,219469,Maya D. Wiley (219469),81,40.1,248,202
ED: 031,31,219978,Kathryn A. Garcia (219978),36,17.82,248,202
ED: 031,31,217572,Eric L. Adams (217572),29,14.36,248,202
ED: 031,31,217796,Andrew Yang (217796),17,8.42,248,202
ED: 031,31,217605,Scott M. Stringer (217605),16,7.92,248,202
ED: 031,31,218491,Dianne Morales (218491),9,4.46,248,202
ED: 031,31,221141,Art Chang (221141),6,2.97,248,202
ED: 031,31,221183,Shaun Donovan (221183),2,0.99,248,202
ED: 031,31,218127,Raymond J. McGuire (218127),2,0.99,248,202
ED: 031,31,Write-in,Candidate Write-in,1,0.5,248,202
ED: 031,31,217654,Aaron S. Foldenauer (217654),1,0.5,248,202
ED: 031,31,221458,Isaac Wright Jr. (221458),1,0.5,248,202
ED: 031,31,218922,Joycelyn Taylor (218922),1,0.5,248,202
ED: 032,32,TOTAL_VALID,TOTAL VALID VOTES,176,100.0,208,176
ED: 032,32,219469,Maya D. Wiley (219469),76,43.18,208,176
ED: 032,32,219978,Kathryn A. Garcia (219978),36,20.45,208,176
ED: 032,32,217796,Andrew Yang (217796),20,11.36,208,176
ED: 032,32,217572,Eric L. Adams (217572),16,9.09,208,176
ED: 032,32,217605,Scott M. Stringer (217605),11,6.25,208,176
ED: 032,32,218491,Dianne Morales (218491),6,3.41,208,176
ED: 032,32,221183,Shaun Donovan (221183),4,2.27,208,176
ED: 032,32,221141,Art Chang (221141),3,1.7,208,176
ED: 032,32,overvote,Candidate overvote,1,0.57,208,176
ED: 032,32,218117,Paperboy Love Prince (218117),1,0.57,208,176
ED: 032,32,217654,Aaron S. Foldenauer (217654),1,0.57,208,176
ED: 032,32,218127,Raymond J. McGuire (218127),1,0.57,208,176
ED: 033,33,TOTAL_VALID,TOTAL VALID VOTES,144,100.0,163,144
ED: 033,33,219469,Maya D. Wiley (219469),54,37.5,163,144
ED: 033,33,219978,Kathryn A. Garcia (219978),39,27.08,163,144
ED: 033,33,217796,Andrew Yang (217796),16,11.11,163,144
ED: 033,33,217572,Eric L. Adams (217572),11,7.64,163,144
ED: 033,33,217605,Scott M. Stringer (217605),9,6.25,163,144
ED: 033,33,217654,Aaron S. Foldenauer (217654),4,2.78,163,144
