Election_District,ED_Number,Candidate_ID,Candidate_Name,Votes,Percentage,Total_Ballots_in_ED,Total_Valid_Votes_in_ED
ED: 033,33,218491,Dianne Morales (218491),3,2.08,163,144
ED: 033,33,221183,Shaun Donovan (221183),3,2.08,163,144
ED: 033,33,221141,Art Chang (221141),2,1.39,163,144
ED: 033,33,Write-in,Candidate Write-in,1,0.69,163,144
ED: 033,33,218127,Raymond J. McGuire (218127),1,0.69,163,144
ED: 033,33,218117,Paperboy Love Prince (218117),1,0.69,163,144
ED: 034,34,TOTAL_VALID,TOTAL VALID VOTES,196,100.0,229,196
ED: 034,34,219469,Maya D. Wiley (219469),80,40.82,229,196
ED: 034,34,219978,Kathryn A. Garcia (219978),41,20.92,229,196
ED: 034,34,217796,Andrew Yang (217796),26,13.27,229,196
ED: 034,34,217572,Eric L. Adams (217572),14,7.14,229,196
ED: 034,34,217605,Scott M. Stringer (217605),9,4.59,229,196
ED: 034,34,221183,Shaun Donovan (221183),8,4.08,229,196
ED: 034,34,218491,Dianne Morales (218491),8,4.08,229,196
ED: 034,34,218127,Raymond J. McGuire (218127),4,2.04,229,196
ED: 034,34,221141,Art Chang (221141),4,2.04,229,196
ED: 034,34,218117,Paperboy Love Prince (218117),2,1.02,229,196
ED: 035,35,TOTAL_VALID,TOTAL VALID VOTES,220,100.0,251,220
ED: 035,35,219469,Maya D. Wiley (219469),103,46.82,251,220
ED: 035,35,219978,Kathryn A. Garcia (219978),54,24.55,251,220
ED: 035,35,217572,Eric L. Adams (217572),19,8.64,251,220
ED: 035,35,217796,Andrew Yang (217796),16,7.27,251,220
ED: 035,35,218491,Dianne Morales (218491),12,5.45,251,220
ED: 035,35,217605,Scott M. Stringer (217605),6,2.73,251,220
ED: 035,35,221183,Shaun Donovan (221183),5,2.27,251,220
ED: 035,35,overvote,Candidate overvote,2,0.91,251,220
ED: 035,35,221458,Isaac Wright Jr. (221458),1,0.45,251,220
ED: 035,35,218127,Raymond J. McGuire (218127),1,0.45,251,220
ED: 035,35,218922,Joycelyn Taylor (218922),1,0.45,251,220
ED: 036,36,TOTAL_VALID,TOTAL VALID VOTES,265,100.0,305,265
ED: 036,36,219469,Maya D. Wiley (219469),119,44.91,305,265
ED: 036,36,219978,Kathryn A. Garcia (219978),68,25.66,305,265
ED: 036,36,217572,Eric L. Adams (217572),21,7.92,305,265
ED: 036,36,217796,Andrew Yang (217796),19,7.17,305,265
ED: 036,36,218491,Dianne Morales (218491),14,5.28,305,265
ED: 036,36,217605,Scott M. Stringer (217605),10,3.77,305,265
ED: 036,36,221183,Shaun Donovan (221183),5,1.89,305,265
ED: 036,36,218922,Joycelyn Taylor (218922),3,1.13,305,265
ED: 036,36,218117,Paperboy Love Prince (218117),2,0.75,305,265
ED: 036,36,overvote,Candidate overvote,1,0.38,305,265
ED: 036,36,221141,Art Chang (221141),1,0.38,305,265
ED: 036,36,Write-in,Candidate Write-in,1,0.38,305,265
ED: 036,36,217654,Aaron S. Foldenauer (217654),1,0.38,305,265
ED: 037,37,TOTAL_VALID,TOTAL VALID VOTES,210,100.0,241,210
ED: 037,37,219469,Maya D. Wiley (219469),80,38.1,241,210
ED: 037,37,219978,Kathryn A. Garcia (219978),51,24.29,241,210
ED: 037,37,217572,Eric L. Adams (217572),23,10.95,241,210
ED: 037,37,217796,Andrew Yang (217796),23,10.95,241,210
ED: 037,37,221141,Art Chang (221141),7,3.33,241,210
ED: 037,37,218127,Raymond J. McGuire (218127),6,2.86,241,210
ED: 037,37,221183,Shaun Donovan (221183),6,2.86,241,210
ED: 037,37,218491,Dianne Morales (218491),6,2.86,241,210
ED: 037,37,217605,Scott M. Stringer (217605),5,2.38,241,210
ED: 037,37,218117,Paperboy Love Prince (218117),1,0.48,241,210
ED: 037,37,218922,Joycelyn Taylor (218922),1,0.48,241,210
ED: 037,37,217654,Aaron S. Foldenauer (217654),1,0.48,241,210
ED: 038,38,TOTAL_VALID,TOTAL VALID VOTES,236,100.0,273,236
ED: 038,38,219469,Maya D. Wiley (219469),64,27.12,273,236
ED: 038,38,219978,Kathryn A. Garcia (219978),62,26.27,273,236
ED: 038,38,217572,Eric L. Adams (217572),41,17.37,273,236
ED: 038,38,217796,Andrew Yang (217796),33,13.98,273,236
ED: 038,38,218491,Dianne Morales (218491),9,3.81,273,236
ED: 038,38,217605,Scott M. Stringer (217605),8,3.39,273,236
ED: 038,38,221141,Art Chang (221141),7,2.97,273,236
ED: 038,38,221183,Shaun Donovan (221183),6,2.54,273,236
ED: 038,38,218127,Raymond J. McGuire (218127),3,1.27,273,236
ED: 038,38,218117,Paperboy Love Prince (218117),2,0.85,273,236
ED: 038,38,218922,Joycelyn Taylor (218922),1,0.42,273,236
ED: 039,39,TOTAL_VALID,TOTAL VALID VOTES,212,100.0,243,212
ED: 039,39,219469,Maya D. Wiley (219469),97,45.75,243,212
ED: 039,39,219978,Kathryn A. Garcia (219978),34,16.04,243,212
ED: 039,39,217572,Eric L. Adams (217572),30,14.15,243,212
ED: 039,39,217796,Andrew Yang (217796),23,10.85,243,212
ED: 039,39,221183,Shaun Donovan (221183),9,4.25,243,212
ED: 039,39,217605,Scott M. Stringer (217605),5,2.36,243,212
ED: 039,39,218491,Dianne Morales (218491),5,2.36,243,212
ED: 039,39,218127,Raymond J. McGuire (218127),4,1.89,243,212
ED: 039,39,221141,Art Chang (221141),2,0.94,243,212
ED: 039,39,217654,Aaron S. Foldenauer (217654),2,0.94,243,212
ED: 039,39,overvote,Candidate overvote,1,0.47,243,212
ED: 040,40,TOTAL_VALID,TOTAL VALID VOTES,272,100.0,302,272
ED: 040,40,219469,Maya D. Wiley (219469),104,38.24,302,272
ED: 040,40,219978,Kathryn A. Garcia (219978),56,20.59,302,272
ED: 040,40,217796,Andrew Yang (217796),39,14.34,302,272
ED: 040,40,217572,Eric L. Adams (217572),32,11.76,302,272
ED: 040,40,217605,Scott M. Stringer (217605),13,4.78,302,272
ED: 040,40,218491,Dianne Morales (218491),12,4.41,302,272
ED: 040,40,221183,Shaun Donovan (221183),9,3.31,302,272
ED: 040,40,218127,Raymond J. McGuire (218127),3,1.1,302,272
ED: 040,40,221141,Art Chang (221141),3,1.1,302,272
ED: 040,40,217654,Aaron S. Foldenauer (217654),1,0.37,302,272
ED: 041,41,TOTAL_VALID,TOTAL VALID VOTES,275,100.0,322,275
ED: 041,41,219469,Maya D. Wiley (219469),100,36.36,322,275
ED: 041,41,219978,Kathryn A. Garcia (219978),65,23.64,322,275
ED: 041,41,217572,Eric L. Adams (217572),33,12.0,322,275
ED: 041,41,217796,Andrew Yang (217796),30,10.91,322,275
ED: 041,41,218491,Dianne Morales (218491),11,4.0,322,275
ED: 041,41,217605,Scott M. Stringer (217605),11,4.0,322,275
ED: 041,41,221183,Shaun Donovan (221183),9,3.27,322,275
ED: 041,41,Write-in,Candidate Write-in,4,1.45,322,275
ED: 041,41,218127,Raymond J. McGuire (218127),4,1.45,322,275
ED: 041,41,218117,Paperboy Love Prince (218117),3,1.09,322,275
ED: 041,41,overvote,Candidate overvote,2,0.73,322,275
ED: 041,41,221141,Art Chang (221141),2,0.73,322,275
ED: 041,41,217654,Aaron S. Foldenauer (217654),1,0.36,322,275
ED: 042,42,TOTAL_VALID,TOTAL VALID VOTES,211,100.0,248,211
ED: 042,42,219469,Maya D. Wiley (219469),71,33.65,248,211
ED: 042,42,219978,Kathryn A. Garcia (219978),50,23.7,248,211
ED: 042,42,217572,Eric L. Adams (217572),32,15.17,248,211
ED: 042,42,217796,Andrew Yang (217796),21,9.95,248,211
ED: 042,42,218491,Dianne Morales (218491),12,5.69,248,211
ED: 042,42,217605,Scott M. Stringer (217605),8,3.79,248,211
ED: 042,42,221183,Shaun Donovan (221183),5,2.37,248,211
ED: 042,42,221141,Art Chang (221141),4,1.9,248,211
ED: 042,42,overvote,Candidate overvote,2,0.95,248,211
ED: 042,42,218127,Raymond J. McGuire (218127),2,0.95,248,211
ED: 042,42,218922,Joycelyn Taylor (218922),1,0.47,248,211
ED: 042,42,Write-in,Candidate Write-in,1,0.47,248,211
ED: 042,42,217654,Aaron S. Foldenauer (217654),1,0.47,248,211
ED: 042,42,218117,Paperboy Love Prince (218117),1,0.47,248,211
ED: 043,43,TOTAL_VALID,TOTAL VALID VOTES,42,100.0,56,42
ED: 043,43,219978,Kathryn A. Garcia (219978),13,30.95,56,42
ED: 043,43,217572,Eric L. Adams (217572),12,28.57,56,42
ED: 043,43,219469,Maya D. Wiley (219469),8,19.05,56,42
ED: 043,43,221183,Shaun Donovan (221183),3,7.14,56,42
ED: 043,43,217796,Andrew Yang (217796),2,4.76,56,42
ED: 043,43,217654,Aaron S. Foldenauer (217654),1,2.38,56,42
ED: 043,43,218127,Raymond J. McGuire (218127),1,2.38,56,42
ED: 043,43,218491,Dianne Morales (218491),1,2.38,56,42
ED: 043,43,217605,Scott M. Stringer (217605),1,2.38,56,42
ED: 044,44,TOTAL_VALID,TOTAL VALID VOTES,23,100.0,43,23
ED: 044,44,219978,Kathryn A. Garcia (219978),8,34.78,43,23
ED: 044,44,217796,Andrew Yang (217796),4,17.39,43,23
ED: 044,44,217572,Eric L. Adams (217572),4,17.39,43,23
ED: 044,44,219469,Maya D. Wiley (219469),4,17.39,43,23
ED: 044,44,overvote,Candidate overvote,2,8.7,43,23
ED: 044,44,221183,Shaun Donovan (221183),1,4.35,43,23
ED: 045,45,TOTAL_VALID,TOTAL VALID VOTES,229,100.0,277,229
ED: 045,45,219469,Maya D. Wiley (219469),92,40.17,277,229
ED: 045,45,219978,Kathryn A. Garcia (219978),45,19.65,277,229
ED: 045,45,217796,Andrew Yang (217796),23,10.04,277,229
ED: 045,45,217572,Eric L. Adams (217572),20,8.73,277,229
ED: 045,45,217605,Scott M. Stringer (217605),17,7.42,277,229
ED: 045,45,218491,Dianne Morales (218491),10,4.37,277,229
ED: 045,45,221183,Shaun Donovan (221183),9,3.93,277,229
ED: 045,45,218127,Raymond J. McGuire (218127),4,1.75,277,229
ED: 045,45,overvote,Candidate overvote,3,1.31,277,229
ED: 045,45,221141,Art Chang (221141),3,1.31,277,229
ED: 045,45,218922,Joycelyn Taylor (218922),1,0.44,277,229
ED: 045,45,217654,Aaron S. Foldenauer (217654),1,0.44,277,229
ED: 045,45,Write-in,Candidate Write-in,1,0.44,277,229
ED: 046,46,TOTAL_VALID,TOTAL VALID VOTES,93,100.0,123,93
ED: 046,46,217796,Andrew Yang (217796),27,29.03,123,93
ED: 046,46,219978,Kathryn A. Garcia (219978),24,25.81,123,93
ED: 046,46,219469,Maya D. Wiley (219469),15,16.13,123,93
ED: 046,46,217572,Eric L. Adams (217572),8,8.6,123,93
ED: 046,46,218491,Dianne Morales (218491),6,6.45,123,93
ED: 046,46,217605,Scott M. Stringer (217605),5,5.38,123,93
ED: 046,46,221141,Art Chang (221141),3,3.23,123,93
ED: 046,46,218127,Raymond J. McGuire (218127),2,2.15,123,93
ED: 046,46,221183,Shaun Donovan (221183),2,2.15,123,93
ED: 046,46,218922,Joycelyn Taylor (218922),1,1.08,123,93
ED: 047,47,TOTAL_VALID,TOTAL VALID VOTES,140,100.0,171,140
ED: 047,47,219469,Maya D. Wiley (219469),31,22.14,171,140
ED: 047,47,219978,Kathryn A. Garcia (219978),30,21.43,171,140
ED: 047,47,217572,Eric L. Adams (217572),26,18.57,171,140
ED: 047,47,217796,Andrew Yang (217796),25,17.86,171,140
ED: 047,47,217605,Scott M. Stringer (217605),14,10.0,171,140
ED: 047,47,221183,Shaun Donovan (221183),7,5.0,171,140
ED: 047,47,218491,Dianne Morales (218491),2,1.43,171,140
ED: 047,47,217654,Aaron S. Foldenauer (217654),2,1.43,171,140
ED: 047,47,218127,Raymond J. McGuire (218127),2,1.43,171,140
ED: 047,47,218922,Joycelyn Taylor (218922),1,0.71,171,140
ED: 048,48,TOTAL_VALID,TOTAL VALID VOTES,129,100.0,174,129
ED: 048,48,219978,Kathryn A. Garcia (219978),32,24.81,174,129
ED: 048,48,217572,Eric L. Adams (217572),27,20.93,174,129
ED: 048,48,219469,Maya D. Wiley (219469),24,18.6,174,129
ED: 048,48,217796,Andrew Yang (217796),19,14.73,174,129
ED: 048,48,217605,Scott M. Stringer (217605),9,6.98,174,129
ED: 048,48,221183,Shaun Donovan (221183),6,4.65,174,129
ED: 048,48,218491,Dianne Morales (218491),4,3.1,174,129
ED: 048,48,221141,Art Chang (221141),3,2.33,174,129
ED: 048,48,218127,Raymond J. McGuire (218127),3,2.33,174,129
ED: 048,48,218922,Joycelyn Taylor (218922),1,0.78,174,129
ED: 048,48,221458,Isaac Wright Jr. (221458),1,0.78,174,129
ED: 049,49,TOTAL_VALID,TOTAL VALID VOTES,244,100.0,282,244
ED: 049,49,219469,Maya D. Wiley (219469),122,50.0,282,244
ED: 049,49,219978,Kathryn A. Garcia (219978),45,18.44,282,244
ED: 049,49,217572,Eric L. Adams (217572),20,8.2,282,244
ED: 049,49,217796,Andrew Yang (217796),17,6.97,282,244
ED: 049,49,218491,Dianne Morales (218491),12,4.92,282,244
ED: 049,49,217605,Scott M. Stringer (217605),9,3.69,282,244
ED: 049,49,221141,Art Chang (221141),6,2.46,282,244
ED: 049,49,221183,Shaun Donovan (221183),5,2.05,282,244
ED: 049,49,218127,Raymond J. McGuire (218127),4,1.64,282,244
ED: 049,49,overvote,Candidate overvote,2,0.82,282,244
ED: 049,49,217654,Aaron S. Foldenauer (217654),1,0.41,282,244
ED: 049,49,218117,Paperboy Love Prince (218117),1,0.41,282,244
ED: 050,50,TOTAL_VALID,TOTAL VALID VOTES,36,100.0,46,36
ED: 050,50,217796,Andrew Yang (217796),8,22.22,46,36
ED: 050,50,221141,Art Chang (221141),6,16.67,46,36
ED: 050,50,217605,Scott M. Stringer (217605),5,13.89,46,36
ED: 050,50,219469,Maya D. Wiley (219469),4,11.11,46,36
ED: 050,50,219978,Kathryn A. Garcia (219978),4,11.11,46,36
ED: 050,50,217572,Eric L. Adams (217572),4,11.11,46,36
ED: 050,50,221183,Shaun Donovan (221183),2,5.56,46,36
ED: 050,50,218491,Dianne Morales (218491),2,5.56,46,36
ED: 050,50,218127,Raymond J. McGuire (218127),1,2.78,46,36
ED: 051,51,TOTAL_VALID,TOTAL VALID VOTES,20,100.0,26,20
ED: 051,51,217572,Eric L. Adams (217572),4,20.0,26,20
ED: 051,51,217796,Andrew Yang (217796),4,20.0,26,20
ED: 051,51,219978,Kathryn A. Garcia (219978),4,20.0,26,20
ED: 051,51,219469,Maya D. Wiley (219469),4,20.0,26,20
ED: 051,51,221141,Art Chang (221141),2,10.0,26,20
ED: 051,51,217654,Aaron S. Foldenauer (217654),1,5.0,26,20
ED: 051,51,218117,Paperboy Love Prince (218117),1,5.0,26,20
ED: 052,52,TOTAL_VALID,TOTAL VALID VOTES,313,100.0,351,313
ED: 052,52,219469,Maya D. Wiley (219469),123,39.3,351,313
ED: 052,52,219978,Kathryn A. Garcia (219978),80,25.56,351,313
ED: 052,52,217796,Andrew Yang (217796),34,10.86,351,313
ED: 052,52,217572,Eric L. Adams (217572),24,7.67,351,313
ED: 052,52,218491,Dianne Morales (218491),16,5.11,351,313
ED: 052,52,217605,Scott M. Stringer (217605),14,4.47,351,313
ED: 052,52,221183,Shaun Donovan (221183),10,3.19,351,313
ED: 052,52,218127,Raymond J. McGuire (218127),6,1.92,351,313
ED: 052,52,221141,Art Chang (221141),3,0.96,351,313
ED: 052,52,217654,Aaron S. Foldenauer (217654),1,0.32,351,313
ED: 052,52,221458,Isaac Wright Jr. (221458),1,0.32,351,313
ED: 052,52,Write-in,Candidate Write-in,1,0.32,351,313
ED: 053,53,TOTAL_VALID,TOTAL VALID VOTES,220,100.0,291,220
ED: 053,53,219469,Maya D. Wiley (219469),67,30.45,291,220
ED: 053,53,219978,Kathryn A. Garcia (219978),55,25.0,291,220
ED: 053,53,217572,Eric L. Adams (217572),24,10.91,291,220
ED: 053,53,217796,Andrew Yang (217796),23,10.45,291,220
ED: 053,53,217605,Scott M. Stringer (217605),17,7.73,291,220
ED: 053,53,221183,Shaun Donovan (221183),14,6.36,291,220
ED: 053,53,218127,Raymond J. McGuire (218127),6,2.73,291,220
ED: 053,53,218491,Dianne Morales (218491),4,1.82,291,220
ED: 053,53,217654,Aaron S. Foldenauer (217654),3,1.36,291,220
ED: 053,53,218117,Paperboy Love Prince (218117),2,0.91,291,220
ED: 053,53,221141,Art Chang (221141),2,0.91,291,220
ED: 053,53,overvote,Candidate overvote,1,0.45,291,220
ED: 053,53,218922,Joycelyn Taylor (218922),1,0.45,291,220
ED: 053,53,221458,Isaac Wright Jr. (221458),1,0.45,291,220
ED: 054,54,TOTAL_VALID,TOTAL VALID VOTES,196,100.0,260,196
ED: 054,54,219469,Maya D. Wiley (219469),50,25.51,260,196
ED: 054,54,219978,Kathryn A. Garcia (219978),44,22.45,260,196
ED: 054,54,217572,Eric L. Adams (217572),34,17.35,260,196
ED: 054,54,217796,Andrew Yang (217796),29,14.8,260,196
ED: 054,54,217605,Scott M. Stringer (217605),15,7.65,260,196
ED: 054,54,221183,Shaun Donovan (221183),8,4.08,260,196
ED: 054,54,218491,Dianne Morales (218491),6,3.06,260,196
ED: 054,54,218127,Raymond J. McGuire (218127),4,2.04,260,196
ED: 054,54,218117,Paperboy Love Prince (218117),3,1.53,260,196
ED: 054,54,218922,Joycelyn Taylor (218922),1,0.51,260,196
ED: 054,54,221141,Art Chang (221141),1,0.51,260,196
ED: 054,54,217654,Aaron S. Foldenauer (217654),1,0.51,260,196
ED: 055,55,TOTAL_VALID,TOTAL VALID VOTES,221,100.0,270,221
ED: 055,55,219469,Maya D. Wiley (219469),89,40.27,270,221
ED: 055,55,219978,Kathryn A. Garcia (219978),56,25.34,270,221
ED: 055,55,217572,Eric L. Adams (217572),33,14.93,270,221
ED: 055,55,217605,Scott M. Stringer (217605),18,8.14,270,221
ED: 055,55,217796,Andrew Yang (217796),12,5.43,270,221
ED: 055,55,218491,Dianne Morales (218491),7,3.17,270,221
ED: 055,55,217654,Aaron S. Foldenauer (217654),2,0.9,270,221
ED: 055,55,221183,Shaun Donovan (221183),2,0.9,270,221
ED: 055,55,218127,Raymond J. McGuire (218127),1,0.45,270,221
ED: 055,55,218117,Paperboy Love Prince (218117),1,0.45,270,221
ED: 056,56,TOTAL_VALID,TOTAL VALID VOTES,166,100.0,203,166
ED: 056,56,219469,Maya D. Wiley (219469),59,35.54,203,166
ED: 056,56,219978,Kathryn A. Garcia (219978),40,24.1,203,166
ED: 056,56,217572,Eric L. Adams (217572),20,12.05,203,166
ED: 056,56,217796,Andrew Yang (217796),18,10.84,203,166
ED: 056,56,221183,Shaun Donovan (221183),7,4.22,203,166
ED: 056,56,218491,Dianne Morales (218491),7,4.22,203,166
ED: 056,56,217605,Scott M. Stringer (217605),5,3.01,203,166
ED: 056,56,217654,Aaron S. Foldenauer (217654),4,2.41,203,166
ED: 056,56,218127,Raymond J. McGuire (218127),3,1.81,203,166
ED: 056,56,218117,Paperboy Love Prince (218117),1,0.6,203,166
ED: 056,56,221141,Art Chang (221141),1,0.6,203,166
ED: 056,56,218922,Joycelyn Taylor (218922),1,0.6,203,166
ED: 057,57,TOTAL_VALID,TOTAL VALID VOTES,185,100.0,225,185
ED: 057,57,219469,Maya D. Wiley (219469),60,32.43,225,185
ED: 057,57,219978,Kathryn A. Garcia (219978),50,27.03,225,185
ED: 057,57,217796,Andrew Yang (217796),26,14.05,225,185
ED: 057,57,217572,Eric L. Adams (217572),19,10.27,225,185
ED: 057,57,217605,Scott M. Stringer (217605),11,5.95,225,185
ED: 057,57,218491,Dianne Morales (218491),8,4.32,225,185
ED: 057,57,221141,Art Chang (221141),4,2.16,225,185
ED: 057,57,218127,Raymond J. McGuire (218127),3,1.62,225,185
ED: 057,57,221183,Shaun Donovan (221183),3,1.62,225,185
ED: 057,57,overvote,Candidate overvote,1,0.54,225,185
ED: 058,58,TOTAL_VALID,TOTAL VALID VOTES,163,100.0,191,163
ED: 058,58,219469,Maya D. Wiley (219469),71,43.56,191,163
ED: 058,58,219978,Kathryn A. Garcia (219978),52,31.9,191,163
ED: 058,58,217796,Andrew Yang (217796),14,8.59,191,163
ED: 058,58,217572,Eric L. Adams (217572),9,5.52,191,163
ED: 058,58,217605,Scott M. Stringer (217605),8,4.91,191,163
ED: 058,58,221183,Shaun Donovan (221183),3,1.84,191,163
ED: 058,58,221141,Art Chang (221141),2,1.23,191,163
ED: 058,58,Write-in,Candidate Write-in,1,0.61,191,163
ED: 058,58,218127,Raymond J. McGuire (218127),1,0.61,191,163
ED: 058,58,218117,Paperboy Love Prince (218117),1,0.61,191,163
ED: 058,58,218491,Dianne Morales (218491),1,0.61,191,163
ED: 059,59,TOTAL_VALID,TOTAL VALID VOTES,227,100.0,267,227
ED: 059,59,219469,Maya D. Wiley (219469),103,45.37,267,227
ED: 059,59,219978,Kathryn A. Garcia (219978),50,22.03,267,227
ED: 059,59,217796,Andrew Yang (217796),19,8.37,267,227
ED: 059,59,217605,Scott M. Stringer (217605),19,8.37,267,227
ED: 059,59,217572,Eric L. Adams (217572),10,4.41,267,227
ED: 059,59,221183,Shaun Donovan (221183),9,3.96,267,227
ED: 059,59,218491,Dianne Morales (218491),9,3.96,267,227
ED: 059,59,221141,Art Chang (221141),3,1.32,267,227
ED: 059,59,218127,Raymond J. McGuire (218127),3,1.32,267,227
ED: 059,59,217654,Aaron S. Foldenauer (217654),1,0.44,267,227
ED: 059,59,Write-in,Candidate Write-in,1,0.44,267,227
ED: 060,60,TOTAL_VALID,TOTAL VALID VOTES,159,100.0,175,159
ED: 060,60,219469,Maya D. Wiley (219469),48,30.19,175,159
ED: 060,60,219978,Kathryn A. Garcia (219978),32,20.13,175,159
ED: 060,60,217572,Eric L. Adams (217572),30,18.87,175,159
ED: 060,60,217796,Andrew Yang (217796),14,8.81,175,159
ED: 060,60,217605,Scott M. Stringer (217605),8,5.03,175,159
ED: 060,60,218491,Dianne Morales (218491),8,5.03,175,159
ED: 060,60,221183,Shaun Donovan (221183),7,4.4,175,159
ED: 060,60,217654,Aaron S. Foldenauer (217654),7,4.4,175,159
ED: 060,60,overvote,Candidate overvote,3,1.89,175,159
ED: 060,60,218922,Joycelyn Taylor (218922),1,0.63,175,159
ED: 060,60,Write-in,Candidate Write-in,1,0.63,175,159
ED: 061,61,TOTAL_VALID,TOTAL VALID VOTES,206,100.0,252,206
ED: 061,61,217572,Eric L. Adams (217572),44,21.36,252,206
ED: 061,61,219978,Kathryn A. Garcia (219978),43,20.87,252,206
ED: 061,61,219469,Maya D. Wiley (219469),42,20.39,252,206
ED: 061,61,217796,Andrew Yang (217796),27,13.11,252,206
ED: 061,61,221183,Shaun Donovan (221183),17,8.25,252,206
ED: 061,61,217605,Scott M. Stringer (217605),13,6.31,252,206
ED: 061,61,218491,Dianne Morales (218491),8,3.88,252,206
ED: 061,61,218922,Joycelyn Taylor (218922),3,1.46,252,206
ED: 061,61,overvote,Candidate overvote,2,0.97,252,206
ED: 061,61,217654,Aaron S. Foldenauer (217654),2,0.97,252,206
ED: 061,61,218127,Raymond J. McGuire (218127),1,0.49,252,206
ED: 061,61,221458,Isaac Wright Jr. (221458),1,0.49,252,206
ED: 061,61,Write-in,Candidate Write-in,1,0.49,252,206
ED: 061,61,218117,Paperboy Love Prince (218117),1,0.49,252,206
ED: 061,61,221141,Art Chang (221141),1,0.49,252,206
ED: 062,62,TOTAL_VALID,TOTAL VALID VOTES,149,100.0,177,149
ED: 062,62,219469,Maya D. Wiley (219469),43,28.86,177,149
ED: 062,62,217572,Eric L. Adams (217572),28,18.79,177,149
ED: 062,62,219978,Kathryn A. Garcia (219978),26,17.45,177,149
ED: 062,62,217796,Andrew Yang (217796),21,14.09,177,149
ED: 062,62,218491,Dianne Morales (218491),12,8.05,177,149
ED: 062,62,217605,Scott M. Stringer (217605),7,4.7,177,149
ED: 062,62,221183,Shaun Donovan (221183),5,3.36,177,149
ED: 062,62,217654,Aaron S. Foldenauer (217654),3,2.01,177,149
ED: 062,62,218117,Paperboy Love Prince (218117),2,1.34,177,149
ED: 062,62,overvote,Candidate overvote,1,0.67,177,149
ED: 062,62,221141,Art Chang (221141),1,0.67,177,149
ED: 063,63,TOTAL_VALID,TOTAL VALID VOTES,120,100.0,149,120
ED: 063,63,217572,Eric L. Adams (217572),35,29.17,149,120
ED: 063,63,219978,Kathryn A. Garcia (219978),24,20.0,149,120
ED: 063,63,219469,Maya D. Wiley (219469),21,17.5,149,120
ED: 063,63,217796,Andrew Yang (217796),14,11.67,149,120
ED: 063,63,217605,Scott M. Stringer (217605),10,8.33,149,120
ED: 063,63,218491,Dianne Morales (218491),6,5.0,149,120
ED: 063,63,217654,Aaron S. Foldenauer (217654),4,3.33,149,120
ED: 063,63,221458,Isaac Wright Jr. (221458),2,1.67,149,120
ED: 063,63,221183,Shaun Donovan (221183),2,1.67,149,120
ED: 063,63,overvote,Candidate overvote,1,0.83,149,120
ED: 063,63,218127,Raymond J. McGuire (218127),1,0.83,149,120
ED: 064,64,TOTAL_VALID,TOTAL VALID VOTES,266,100.0,295,266
ED: 064,64,219469,Maya D. Wiley (219469),134,50.38,295,266
ED: 064,64,219978,Kathryn A. Garcia (219978),48,18.05,295,266
ED: 064,64,217796,Andrew Yang (217796),25,9.4,295,266
ED: 064,64,217572,Eric L. Adams (217572),16,6.02,295,266
ED: 064,64,217605,Scott M. Stringer (217605),8,3.01,295,266
ED: 064,64,218491,Dianne Morales (218491),8,3.01,295,266
ED: 064,64,217654,Aaron S. Foldenauer (217654),6,2.26,295,266
ED: 064,64,221141,Art Chang (221141),5,1.88,295,266
ED: 064,64,218117,Paperboy Love Prince (218117),5,1.88,295,266
ED: 064,64,218127,Raymond J. McGuire (218127),4,1.5,295,266
ED: 064,64,221183,Shaun Donovan (221183),4,1.5,295,266
ED: 064,64,Write-in,Candidate Write-in,1,0.38,295,266
ED: 064,64,218922,Joycelyn Taylor (218922),1,0.38,295,266
ED: 064,64,221458,Isaac Wright Jr. (221458),1,0.38,295,266
ED: 065,65,TOTAL_VALID,TOTAL VALID VOTES,75,100.0,84,75
ED: 065,65,219469,Maya D. Wiley (219469),28,37.33,84,75
ED: 065,65,219978,Kathryn A. Garcia (219978),18,24.0,84,75
ED: 065,65,217572,Eric L. Adams (217572),7,9.33,84,75
ED: 065,65,217796,Andrew Yang (217796),5,6.67,84,75
ED: 065,65,217605,Scott M. Stringer (217605),5,6.67,84,75
ED: 065,65,221183,Shaun Donovan (221183),5,6.67,84,75
ED: 065,65,218491,Dianne Morales (218491),3,4.0,84,75
ED: 065,65,217654,Aaron S. Foldenauer (217654),2,2.67,84,75
ED: 065,65,221141,Art Chang (221141),2,2.67,84,75
ED: 066,66,TOTAL_VALID,TOTAL VALID VOTES,175,100.0,203,175
ED: 066,66,219469,Maya D. Wiley (219469),72,41.14,203,175
ED: 066,66,219978,Kathryn A. Garcia (219978),35,20.0,203,175
ED: 066,66,217796,Andrew Yang (217796),21,12.0,203,175
ED: 066,66,217572,Eric L. Adams (217572),17,9.71,203,175
ED: 066,66,218491,Dianne Morales (218491),8,4.57,203,175
ED: 066,66,221183,Shaun Donovan (221183),7,4.0,203,175
ED: 066,66,217605,Scott M. Stringer (217605),6,3.43,203,175
ED: 066,66,221141,Art Chang (221141),3,1.71,203,175
ED: 066,66,218117,Paperboy Love Prince (218117),2,1.14,203,175
ED: 066,66,217654,Aaron S. Foldenauer (217654),2,1.14,203,175
ED: 066,66,218127,Raymond J. McGuire (218127),1,0.57,203,175
ED: 066,66,221458,Isaac Wright Jr. (221458),1,0.57,203,175
ED: 067,67,TOTAL_VALID,TOTAL VALID VOTES,181,100.0,209,181
