Election_District,ED_Number,Candidate_ID,Candidate_Name,Votes,Percentage,Total_Ballots_in_ED,Total_Valid_Votes_in_ED
ED: 056,56,254286,Zohran Kwame Mamdani (254286),278,41.87,676,664
ED: 056,56,254052,Andrew M. Cuomo (254052),209,31.48,676,664
ED: 056,56,254130,Brad Lander (254130),124,18.67,676,664
ED: 056,56,257465,Adrienne E. Adams (257465),23,3.46,676,664
ED: 056,56,254393,Scott M. Stringer (254393),13,1.96,676,664
ED: 056,56,257441,Whitney R. Tilson (257441),6,0.9,676,664
ED: 056,56,254365,Jessica Ramos (254365),4,0.6,676,664
ED: 056,56,overvote,Candidate overvote,3,0.45,676,664
ED: 056,56,Write-in,Candidate Write-in,2,0.3,676,664
ED: 056,56,258719,Paperboy Love Prince (258719),1,0.15,676,664
ED: 056,56,255950,Zellnor Myrie (255950),1,0.15,676,664
ED: 057,57,TOTAL_VALID,TOTAL VALID VOTES,539,100.0,545,539
ED: 057,57,254286,Zohran Kwame Mamdani (254286),418,77.55,545,539
ED: 057,57,254052,Andrew M. Cuomo (254052),64,11.87,545,539
ED: 057,57,254130,Brad Lander (254130),45,8.35,545,539
ED: 057,57,257465,Adrienne E. Adams (257465),7,1.3,545,539
ED: 057,57,254393,Scott M. Stringer (254393),1,0.19,545,539
ED: 057,57,257441,Whitney R. Tilson (257441),1,0.19,545,539
ED: 057,57,254365,Jessica Ramos (254365),1,0.19,545,539
ED: 057,57,254607,Michael Blake (254607),1,0.19,545,539
ED: 057,57,255950,Zellnor Myrie (255950),1,0.19,545,539
ED: 058,58,TOTAL_VALID,TOTAL VALID VOTES,358,100.0,359,358
ED: 058,58,254286,Zohran Kwame Mamdani (254286),266,74.3,359,358
ED: 058,58,254130,Brad Lander (254130),40,11.17,359,358
ED: 058,58,254052,Andrew M. Cuomo (254052),38,10.61,359,358
ED: 058,58,257465,Adrienne E. Adams (257465),5,1.4,359,358
ED: 058,58,254393,Scott M. Stringer (254393),2,0.56,359,358
ED: 058,58,255950,Zellnor Myrie (255950),2,0.56,359,358
ED: 058,58,254365,Jessica Ramos (254365),2,0.56,359,358
ED: 058,58,258719,Paperboy Love Prince (258719),1,0.28,359,358
ED: 058,58,257441,Whitney R. Tilson (257441),1,0.28,359,358
ED: 058,58,overvote,Candidate overvote,1,0.28,359,358
ED: 059,59,TOTAL_VALID,TOTAL VALID VOTES,381,100.0,388,381
ED: 059,59,254286,Zohran Kwame Mamdani (254286),227,59.58,388,381
ED: 059,59,254130,Brad Lander (254130),70,18.37,388,381
ED: 059,59,254052,Andrew M. Cuomo (254052),63,16.54,388,381
ED: 059,59,257465,Adrienne E. Adams (257465),10,2.62,388,381
ED: 059,59,254393,Scott M. Stringer (254393),6,1.57,388,381
ED: 059,59,257441,Whitney R. Tilson (257441),2,0.52,388,381
ED: 059,59,255950,Zellnor Myrie (255950),2,0.52,388,381
ED: 059,59,overvote,Candidate overvote,1,0.26,388,381
ED: 060,60,TOTAL_VALID,TOTAL VALID VOTES,321,100.0,330,321
ED: 060,60,254286,Zohran Kwame Mamdani (254286),233,72.59,330,321
ED: 060,60,254052,Andrew M. Cuomo (254052),39,12.15,330,321
ED: 060,60,254130,Brad Lander (254130),33,10.28,330,321
ED: 060,60,257465,Adrienne E. Adams (257465),5,1.56,330,321
ED: 060,60,255950,Zellnor Myrie (255950),3,0.93,330,321
ED: 060,60,254393,Scott M. Stringer (254393),2,0.62,330,321
ED: 060,60,254607,Michael Blake (254607),2,0.62,330,321
ED: 060,60,254365,Jessica Ramos (254365),1,0.31,330,321
ED: 060,60,258719,Paperboy Love Prince (258719),1,0.31,330,321
ED: 060,60,258821,Selma K. Bartholomew (258821),1,0.31,330,321
ED: 060,60,overvote,Candidate overvote,1,0.31,330,321
ED: 061,61,TOTAL_VALID,TOTAL VALID VOTES,363,100.0,365,363
ED: 061,61,254286,Zohran Kwame Mamdani (254286),275,75.76,365,363
ED: 061,61,254052,Andrew M. Cuomo (254052),36,9.92,365,363
ED: 061,61,254130,Brad Lander (254130),33,9.09,365,363
ED: 061,61,257465,Adrienne E. Adams (257465),7,1.93,365,363
ED: 061,61,255950,Zellnor Myrie (255950),5,1.38,365,363
ED: 061,61,257441,Whitney R. Tilson (257441),4,1.1,365,363
ED: 061,61,254365,Jessica Ramos (254365),1,0.28,365,363
ED: 061,61,254393,Scott M. Stringer (254393),1,0.28,365,363
ED: 061,61,overvote,Candidate overvote,1,0.28,365,363
ED: 062,62,TOTAL_VALID,TOTAL VALID VOTES,497,100.0,498,497
ED: 062,62,254286,Zohran Kwame Mamdani (254286),388,78.07,498,497
ED: 062,62,254052,Andrew M. Cuomo (254052),54,10.87,498,497
ED: 062,62,254130,Brad Lander (254130),36,7.24,498,497
ED: 062,62,257465,Adrienne E. Adams (257465),5,1.01,498,497
ED: 062,62,254393,Scott M. Stringer (254393),4,0.8,498,497
ED: 062,62,257441,Whitney R. Tilson (257441),4,0.8,498,497
ED: 062,62,255950,Zellnor Myrie (255950),4,0.8,498,497
ED: 062,62,254365,Jessica Ramos (254365),1,0.2,498,497
ED: 062,62,254607,Michael Blake (254607),1,0.2,498,497
ED: 063,63,TOTAL_VALID,TOTAL VALID VOTES,611,100.0,622,611
ED: 063,63,254286,Zohran Kwame Mamdani (254286),444,72.67,622,611
ED: 063,63,254130,Brad Lander (254130),83,13.58,622,611
ED: 063,63,254052,Andrew M. Cuomo (254052),59,9.66,622,611
ED: 063,63,255950,Zellnor Myrie (255950),7,1.15,622,611
ED: 063,63,254393,Scott M. Stringer (254393),5,0.82,622,611
ED: 063,63,257441,Whitney R. Tilson (257441),4,0.65,622,611
ED: 063,63,257465,Adrienne E. Adams (257465),3,0.49,622,611
ED: 063,63,254607,Michael Blake (254607),2,0.33,622,611
ED: 063,63,254365,Jessica Ramos (254365),2,0.33,622,611
ED: 063,63,258719,Paperboy Love Prince (258719),1,0.16,622,611
ED: 063,63,overvote,Candidate overvote,1,0.16,622,611
ED: 064,64,TOTAL_VALID,TOTAL VALID VOTES,262,100.0,264,262
ED: 064,64,254286,Zohran Kwame Mamdani (254286),169,64.5,264,262
ED: 064,64,254052,Andrew M. Cuomo (254052),43,16.41,264,262
ED: 064,64,254130,Brad Lander (254130),38,14.5,264,262
ED: 064,64,257465,Adrienne E. Adams (257465),3,1.15,264,262
ED: 064,64,257441,Whitney R. Tilson (257441),3,1.15,264,262
ED: 064,64,254393,Scott M. Stringer (254393),2,0.76,264,262
ED: 064,64,255950,Zellnor Myrie (255950),1,0.38,264,262
ED: 064,64,258821,Selma K. Bartholomew (258821),1,0.38,264,262
ED: 064,64,254365,Jessica Ramos (254365),1,0.38,264,262
ED: 064,64,258719,Paperboy Love Prince (258719),1,0.38,264,262
ED: 065,65,TOTAL_VALID,TOTAL VALID VOTES,469,100.0,477,469
ED: 065,65,254286,Zohran Kwame Mamdani (254286),342,72.92,477,469
ED: 065,65,254052,Andrew M. Cuomo (254052),54,11.51,477,469
ED: 065,65,254130,Brad Lander (254130),39,8.32,477,469
ED: 065,65,257465,Adrienne E. Adams (257465),18,3.84,477,469
ED: 065,65,254393,Scott M. Stringer (254393),5,1.07,477,469
ED: 065,65,255950,Zellnor Myrie (255950),5,1.07,477,469
ED: 065,65,257441,Whitney R. Tilson (257441),2,0.43,477,469
ED: 065,65,254365,Jessica Ramos (254365),2,0.43,477,469
ED: 065,65,254607,Michael Blake (254607),1,0.21,477,469
ED: 065,65,Write-in,Candidate Write-in,1,0.21,477,469
ED: 066,66,TOTAL_VALID,TOTAL VALID VOTES,88,100.0,90,88
ED: 066,66,254286,Zohran Kwame Mamdani (254286),63,71.59,90,88
ED: 066,66,254130,Brad Lander (254130),15,17.05,90,88
ED: 066,66,254052,Andrew M. Cuomo (254052),3,3.41,90,88
ED: 066,66,257465,Adrienne E. Adams (257465),3,3.41,90,88
ED: 066,66,257441,Whitney R. Tilson (257441),3,3.41,90,88
ED: 066,66,255950,Zellnor Myrie (255950),1,1.14,90,88
ED: 067,67,TOTAL_VALID,TOTAL VALID VOTES,24,100.0,24,24
ED: 067,67,254286,Zohran Kwame Mamdani (254286),21,87.5,24,24
ED: 067,67,254052,Andrew M. Cuomo (254052),2,8.33,24,24
ED: 067,67,254130,Brad Lander (254130),1,4.17,24,24
OVERALL TOTAL,999,254286,Zohran Kwame Mamdani (254286),16353,68.74,24223,23791
OVERALL TOTAL,999,254052,Andrew M. Cuomo (254052),3659,15.38,24223,23791
OVERALL TOTAL,999,254130,Brad Lander (254130),2401,10.09,24223,23791
OVERALL TOTAL,999,257465,Adrienne E. Adams (257465),545,2.29,24223,23791
OVERALL TOTAL,999,254393,Scott M. Stringer (254393),206,0.87,24223,23791
OVERALL TOTAL,999,255950,Zellnor Myrie (255950),193,0.81,24223,23791
OVERALL TOTAL,999,257441,Whitney R. Tilson (257441),134,0.56,24223,23791
OVERALL TOTAL,999,254365,Jessica Ramos (254365),97,0.41,24223,23791
OVERALL TOTAL,999,overvote,Candidate overvote,71,0.3,24223,23791
OVERALL TOTAL,999,254607,Michael Blake (254607),66,0.28,24223,23791
OVERALL TOTAL,999,258719,Paperboy Love Prince (258719),37,0.16,24223,23791
OVERALL TOTAL,999,Write-in,Candidate Write-in,18,0.08,24223,23791
OVERALL TOTAL,999,258821,Selma K. Bartholomew (258821),11,0.05,24223,23791
OVERALL TOTAL,999,TOTAL_VALID,TOTAL VALID VOTES,23791,100.0,24223,23791
