,ED,Reported %,Zohran Kwame Mamdani,Scott Stringer,Selma Bartholomew,Zellnor Myrie,Adrienne Adams,Andrew Cuomo,Jessica Ramos,Whitney Tilson,Michael Blake,Brad Lander,Paperboy Price,WRITE-IN,AD,ElectDist
2,1,0.99,31,7,0,1,0,121,0,4,3,23,7,1,23,23001
3,2,0.99,25,6,1,0,6,108,0,5,1,14,1,1,23,23002
4,3,0.99,10,3,0,0,2,25,1,2,0,5,0,1,23,23003
5,4,0.75,42,8,0,1,3,158,0,3,1,25,3,0,23,23004
6,5,0.75,37,7,0,0,0,170,1,6,1,32,3,1,23,23005
7,6,0.75,43,11,1,0,5,158,0,2,0,15,3,0,23,23006
8,7,0.75,50,16,0,1,3,129,0,6,2,27,3,2,23,23007
9,8,0.99,67,6,1,0,12,94,0,3,0,32,1,0,23,23008
10,9,0.99,83,3,0,1,9,70,2,1,1,12,1,0,23,23009
11,10,0.8332999999999999,59,12,0,1,19,106,1,2,2,14,3,0,23,23010
12,11,0.8332999999999999,69,1,1,1,9,72,1,2,1,6,1,0,23,23011
13,12,0.8332999999999999,28,0,0,0,7,35,2,2,0,7,0,1,23,23012
14,13,0.8332999999999999,86,4,0,5,14,65,0,1,1,19,2,1,23,23013
15,14,0.8332999999999999,32,6,2,0,12,97,0,0,0,6,0,1,23,23014
16,15,0.99,56,9,0,0,17,114,0,0,4,7,2,0,23,23015
17,16,0.99,41,3,0,0,13,60,1,0,0,10,2,1,23,23016
18,17,0.99,21,3,0,0,2,59,0,2,0,9,0,2,23,23017
19,18,0.99,127,7,0,2,22,104,2,3,5,31,0,0,23,23018
20,19,0.99,14,1,1,0,2,15,0,0,0,2,0,1,23,23019
21,20,0.99,25,0,0,1,7,52,0,0,0,1,0,0,23,23020
22,21,0.99,14,3,2,0,7,115,1,0,0,1,0,0,23,23021
23,22,0.99,17,0,0,0,11,61,0,0,0,1,0,1,23,23022
24,23,0.99,8,3,0,1,8,78,0,0,0,3,2,0,23,23023
25,24,0.99,19,0,0,1,12,60,1,0,0,0,0,0,23,23024
26,25,0.99,31,1,0,2,38,168,3,1,0,1,0,0,23,23025
27,26,0.99,17,2,0,0,16,111,0,0,0,4,0,0,23,23026
28,27,0.99,7,2,0,0,23,312,3,4,1,6,0,1,23,23027
29,28,0.99,28,0,1,0,20,153,1,0,1,1,0,0,23,23028
30,29,0.99,5,2,1,1,37,364,1,5,0,2,0,0,23,23029
31,30,0.99,14,5,0,0,29,210,0,3,1,5,1,2,23,23030
32,31,0.99,48,2,0,0,23,218,0,0,1,2,0,2,23,23031
33,32,0.99,41,4,1,0,35,243,1,6,0,7,2,2,23,23032
34,33,0.99,29,1,0,0,1,62,1,0,1,6,1,2,23,23033
35,34,0.99,41,1,0,0,1,84,0,0,0,4,0,0,23,23034
36,35,0.99,17,2,0,0,1,83,0,1,0,5,2,0,23,23035
37,36,0.99,53,1,0,0,5,69,0,2,0,5,2,1,23,23036
38,37,0.99,72,4,0,1,1,49,0,0,2,9,2,1,23,23037
39,38,0.99,36,0,0,1,2,67,1,5,0,3,2,1,23,23038
40,39,0.99,4,0,0,0,1,5,0,0,0,0,0,0,23,23039
41,40,0.99,71,2,0,1,5,36,1,0,0,0,0,0,23,23040
42,41,0.99,51,0,0,0,2,69,0,1,0,3,0,0,23,23041
43,42,0.99,43,2,0,0,0,38,0,0,0,0,0,0,23,23042
44,43,0.99,2,0,0,0,0,3,0,0,0,0,0,0,23,23043
45,44,0.99,48,8,0,3,12,170,2,3,1,11,1,0,23,23044
46,45,0.99,21,5,0,0,9,101,0,2,2,13,0,0,23,23045
47,46,0.99,147,3,0,0,7,86,0,1,0,8,2,0,23,23046
48,47,0.99,57,2,0,1,2,54,0,1,0,3,0,0,23,23047
49,48,0.99,69,1,0,1,2,82,0,1,1,4,0,0,23,23048
50,49,0.99,86,6,0,1,7,91,0,2,1,6,0,1,23,23049
51,50,0.99,72,1,0,0,2,21,0,0,0,3,0,0,23,23050
52,51,0.99,90,1,0,0,2,68,1,0,1,2,1,0,23,23051
53,52,0.99,73,0,0,0,1,30,0,0,0,4,0,0,23,23052
54,53,0.99,209,1,0,0,0,52,0,0,1,3,0,0,23,23053
55,54,0.99,163,0,0,0,2,54,2,0,0,3,0,0,23,23054
56,55,0.99,42,0,0,0,0,19,1,0,0,0,0,0,23,23055
57,56,0.99,29,1,0,0,1,30,0,0,2,1,0,0,23,23056
58,57,0.99,67,1,1,0,0,34,0,0,0,2,1,1,23,23057
59,58,0.99,31,3,0,0,1,23,0,2,0,0,1,0,23,23058
60,59,0.99,8,2,0,0,5,32,0,1,0,1,0,0,23,23059
61,60,0.99,39,2,1,0,8,56,1,0,0,2,0,0,23,23060
62,61,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23061
63,62,0.99,131,3,0,0,2,71,0,1,0,4,0,0,23,23062
64,63,0.99,61,1,0,1,0,42,0,0,0,0,0,0,23,23063
65,64,0.99,31,0,0,0,0,14,2,0,0,0,0,0,23,23064
66,65,0.99,38,3,0,1,20,104,0,1,0,2,0,0,23,23065
67,66,0.99,33,2,0,0,21,91,0,0,3,2,1,0,23,23066
68,67,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23067
69,68,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23068
70,69,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23069
71,70,0.6,0,0,0,0,0,0,0,0,0,0,0,0,23,23070
72,71,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23071
73,72,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23072
74,73,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23073
75,74,0.99,0,0,0,0,0,0,0,0,0,0,0,0,23,23074
2,1,0.99,27,1,0,1,0,27,0,0,0,0,0,0,24,24001
3,2,0.99,46,0,0,0,0,44,0,0,0,0,0,0,24,24002
4,3,0.99,101,0,0,1,2,72,1,0,0,3,0,0,24,24003
5,4,0.99,70,0,0,1,0,50,1,0,0,0,0,0,24,24004
6,5,0.99,62,0,1,0,4,63,0,0,0,0,0,0,24,24005
7,6,0.99,104,1,0,0,5,70,1,0,0,0,3,0,24,24006
8,7,0.99,77,0,0,0,3,62,1,0,0,3,0,0,24,24007
9,8,0.99,92,2,0,0,3,64,0,0,0,1,0,1,24,24008
10,9,0.99,55,1,0,0,6,60,0,0,0,0,2,0,24,24009
11,10,0.99,87,2,0,0,21,88,0,0,0,2,1,0,24,24010
12,11,0.99,61,0,0,0,5,58,0,0,0,1,0,0,24,24011
13,12,0.99,76,0,0,0,5,41,1,2,0,0,0,0,24,24012
14,13,0.99,91,1,0,0,16,79,1,1,0,1,1,0,24,24013
15,14,0.99,71,2,2,1,3,55,0,0,0,1,0,0,24,24014
16,15,0.99,62,0,1,0,2,52,2,0,0,3,0,0,24,24015
17,16,0.99,43,0,0,0,4,54,0,0,0,2,0,0,24,24016
18,17,0.99,37,1,0,0,0,8,0,0,0,1,0,0,24,24017
19,18,0.99,58,2,0,1,2,41,0,1,0,2,0,0,24,24018
20,19,0.99,87,4,0,0,2,47,0,0,1,7,0,0,24,24019
21,20,0.99,30,1,0,0,1,20,1,0,0,0,0,0,24,24020
22,21,0.99,60,4,0,0,10,70,1,1,1,5,0,0,24,24021
23,22,0.99,9,1,0,0,0,12,0,3,0,5,0,0,24,24022
24,23,0.99,43,1,0,1,2,53,0,0,0,0,0,0,24,24023
25,24,0.99,65,4,0,1,8,88,1,0,0,8,0,0,24,24024
26,25,0.99,34,1,0,0,2,24,0,0,0,3,0,1,24,24025
27,26,0.99,57,2,0,0,6,50,1,3,0,1,0,0,24,24026
28,27,0.99,115,0,1,0,2,35,0,0,0,1,0,0,24,24027
29,28,0.99,66,2,1,1,4,65,1,0,2,7,0,0,24,24028
30,29,0.99,90,1,1,1,7,50,1,2,0,3,0,0,24,24029
31,30,0.99,101,3,0,0,4,47,1,1,0,12,0,0,24,24030
32,31,0.99,114,3,2,0,4,103,0,5,0,8,0,1,24,24031
33,32,0.99,76,4,0,0,13,88,1,0,1,4,0,1,24,24032
34,33,0.99,3,0,0,0,0,0,0,0,0,0,0,0,24,24033
35,34,0.99,51,1,0,1,3,24,0,0,0,3,1,1,24,24034
36,35,0.8571,66,1,0,0,3,18,0,0,0,1,0,0,24,24035
37,36,0.8571,116,4,0,2,15,82,1,0,4,10,0,0,24,24036
38,37,0.99,86,1,0,0,0,25,0,0,0,1,0,0,24,24037
39,38,0.8571,211,4,0,3,16,88,1,1,0,16,0,0,24,24038
40,39,0.8571,99,5,1,4,15,64,0,0,1,9,3,0,24,24039
41,40,0.99,118,0,0,0,4,36,2,1,0,6,0,0,24,24040
42,41,0.99,126,0,0,0,1,23,0,1,1,4,0,0,24,24041
43,42,0.99,144,1,0,0,6,46,0,0,0,3,0,1,24,24042
44,43,0.99,228,0,0,0,4,56,0,1,1,3,1,1,24,24043
45,44,0.99,180,0,0,0,4,17,0,0,0,1,0,0,24,24044
46,45,0.99,32,0,0,0,2,12,0,0,0,4,0,0,24,24045
47,46,0.99,162,2,0,1,25,107,0,0,2,2,0,1,24,24046
48,47,0.99,137,3,0,0,21,92,0,0,1,8,1,0,24,24047
49,48,0.99,120,1,1,1,7,96,0,2,1,12,0,0,24,24048
50,49,0.99,38,10,1,1,6,245,1,2,0,12,0,0,24,24049
51,50,0.99,19,4,0,0,0,71,1,1,0,4,0,0,24,24050
52,51,0.99,109,5,0,0,13,198,1,2,1,17,2,1,24,24051
53,52,0.99,112,5,1,5,32,205,2,1,2,13,0,0,24,24052
54,53,0.99,91,4,1,3,45,242,0,0,4,4,0,2,24,24053
55,54,0.875,12,0,0,0,2,28,0,0,0,0,0,0,24,24054
56,55,0.99,60,2,0,0,7,80,1,0,0,5,0,1,24,24055
57,56,0.99,87,4,0,0,12,116,0,1,0,15,0,0,24,24056
58,57,0.99,89,7,0,0,11,72,1,1,1,5,0,1,24,24057
59,58,0.99,72,5,0,0,13,150,1,1,0,39,0,0,24,24058
60,59,0.99,59,7,0,1,10,162,0,4,0,27,1,0,24,24059
61,60,0.99,102,8,0,2,16,196,2,1,2,31,0,0,24,24060
62,61,0.99,98,19,1,1,11,135,2,5,3,13,0,1,24,24061
63,62,0.99,60,7,1,2,20,213,0,1,2,23,1,1,24,24062
64,63,0.99,34,2,0,1,4,83,0,0,0,20,0,0,24,24063
65,64,0.99,85,8,0,3,6,100,1,1,0,14,1,0,24,24064
66,65,0.99,305,4,0,1,8,84,1,1,0,4,0,0,24,24065
67,66,0.99,0,0,0,0,0,0,0,0,0,0,0,0,24,24066
2,1,0.99,140,5,1,3,23,126,2,0,2,15,2,0,25,25001
3,2,0.99,133,11,1,5,23,133,4,2,3,26,4,0,25,25002
4,3,0.8571,23,1,0,0,3,18,0,0,0,1,0,0,25,25003
5,4,0.99,59,1,0,0,7,53,1,0,0,4,0,1,25,25004
6,5,0.99,120,10,2,1,30,143,3,0,0,26,0,0,25,25005
7,6,0.99,103,0,0,0,1,65,0,0,2,7,0,0,25,25006
8,7,0.99,12,1,0,0,3,13,0,0,1,6,0,0,25,25007
9,8,0.99,2,0,0,0,0,9,0,0,0,0,0,0,25,25008
10,9,0.99,70,5,0,0,4,148,0,3,0,7,0,0,25,25009
11,10,0.8571,11,1,0,0,6,20,2,0,0,4,0,0,25,25010
12,11,0.99,36,2,0,0,1,115,0,3,0,14,1,0,25,25011
13,12,0.99,82,8,0,1,6,148,0,5,1,28,0,1,25,25012
14,13,0.99,105,4,2,2,7,121,1,3,0,15,1,1,25,25013
15,14,0.99,77,5,1,0,2,121,0,0,0,6,0,1,25,25014
16,15,0.99,50,6,0,2,0,56,0,1,1,8,0,0,25,25015
17,16,0.99,55,6,0,0,4,164,1,2,0,9,1,0,25,25016
18,17,0.99,60,8,0,0,8,128,0,3,0,15,0,1,25,25017
19,18,0.99,88,7,0,0,13,129,2,2,3,14,0,0,25,25018
20,19,0.99,115,2,1,0,19,101,1,0,0,10,0,0,25,25019
21,20,0.99,112,3,1,2,14,116,1,2,2,16,0,0,25,25020
22,21,0.99,75,1,0,0,9,68,0,0,1,10,0,0,25,25021
23,22,0.99,65,2,0,0,11,80,0,1,0,13,0,0,25,25022
24,23,0.99,57,3,0,1,1,57,0,1,0,14,1,0,25,25023
25,24,0.99,70,2,2,0,1,49,1,0,0,14,0,0,25,25024
26,25,0.99,106,8,0,0,12,91,0,9,2,19,0,0,25,25025
27,26,0.99,65,11,1,1,4,112,1,2,0,14,0,0,25,25026
28,27,0.99,88,3,0,0,14,97,4,0,3,5,1,0,25,25027
29,28,0.99,79,7,1,0,12,83,2,0,1,13,0,0,25,25028
30,29,0.99,89,3,1,2,5,115,2,0,1,10,0,0,25,25029
31,30,0.99,65,2,0,3,4,49,0,2,1,14,0,0,25,25030
32,31,0.99,64,5,1,0,5,81,0,2,0,13,0,0,25,25031
33,32,0.99,58,3,0,1,4,59,2,1,0,6,0,0,25,25032
34,33,0.99,71,1,0,0,3,72,0,2,0,22,0,0,25,25033
35,34,0.99,72,7,0,1,2,78,2,0,0,9,0,0,25,25034
36,35,0.99,70,6,1,1,6,67,2,0,0,9,1,1,25,25035
37,36,0.99,58,4,1,1,6,56,1,2,0,7,1,0,25,25036
38,37,0.99,57,3,0,1,1,51,1,1,0,9,2,0,25,25037
39,38,0.8571,56,2,0,0,2,67,1,0,0,7,0,1,25,25038
40,39,0.8571,53,3,0,0,1,56,1,0,0,4,1,0,25,25039
41,40,0.8571,79,6,0,0,1,44,1,1,1,4,0,0,25,25040
42,41,0.8332999999999999,33,1,0,0,4,36,0,0,0,5,0,0,25,25041
43,42,0.8332999999999999,57,2,0,1,5,52,0,0,0,2,0,0,25,25042
44,43,0.99,52,6,0,0,6,89,0,0,1,5,0,0,25,25043
45,44,0.99,62,3,0,0,12,77,1,2,1,7,1,0,25,25044
46,45,0.99,68,1,0,2,2,70,1,1,0,9,2,0,25,25045
47,46,0.99,65,1,0,0,4,34,1,0,1,3,0,0,25,25046
48,47,0.99,40,4,0,0,4,35,0,1,0,5,0,0,25,25047
49,48,0.99,0,0,0,0,0,0,0,0,0,0,0,0,25,25048
50,49,0.99,0,0,0,0,0,0,0,0,0,0,0,0,25,25049
2,1,0.99,72,0,0,0,4,25,1,0,0,5,1,0,26,26001
3,2,0.99,33,0,0,0,2,21,0,0,0,3,1,0,26,26002
4,3,0.99,43,1,0,0,0,20,0,0,0,4,0,0,26,26003
5,4,0.99,82,6,0,1,4,39,0,2,0,9,2,0,26,26004
6,5,0.99,0,0,0,0,0,1,0,1,1,0,1,0,26,26005
7,6,0.99,73,5,0,2,6,66,1,2,3,11,0,0,26,26006
8,7,0.99,104,17,1,2,11,100,0,4,1,9,0,2,26,26007
9,8,0.99,99,11,0,1,12,141,0,1,0,16,1,0,26,26008
10,9,0.99,73,2,0,0,1,52,2,3,0,6,1,0,26,26009
11,10,0.99,15,16,0,0,13,408,3,1,1,48,1,0,26,26010
12,11,0.99,6,7,0,0,6,229,1,0,0,19,0,0,26,26011
13,12,0.99,97,9,1,2,11,147,0,4,2,19,1,2,26,26012
14,13,0.99,132,9,0,1,2,108,0,6,1,12,0,0,26,26013
15,14,0.99,161,4,0,0,8,113,0,0,1,18,0,1,26,26014
16,15,0.99,142,10,1,3,3,129,3,1,0,15,1,0,26,26015
17,16,0.99,88,6,0,0,12,118,0,1,0,22,0,0,26,26016
18,17,0.99,83,12,0,1,17,179,2,1,0,20,0,2,26,26017
19,18,0.99,47,2,0,1,2,80,0,0,0,11,0,0,26,26018
20,19,0.99,30,5,0,0,1,47,1,0,2,14,1,0,26,26019
21,20,0.99,103,19,2,1,10,143,3,0,0,27,0,1,26,26020
22,21,0.99,68,6,0,1,6,132,4,2,0,12,3,0,26,26021
23,22,0.99,92,9,0,4,6,140,0,7,1,34,1,2,26,26022
24,23,0.99,95,4,0,2,15,95,2,4,0,34,1,1,26,26023
25,24,0.99,79,11,0,3,8,163,1,1,0,41,1,1,26,26024
26,25,0.99,63,3,0,1,2,96,0,0,0,18,0,0,26,26025
27,26,0.99,58,6,0,2,12,99,0,3,2,39,0,0,26,26026
28,27,0.99,13,3,0,0,0,23,1,1,0,6,1,0,26,26027
29,28,0.99,74,2,0,0,4,88,0,2,0,15,0,1,26,26028
30,29,0.99,56,1,0,2,2,53,0,1,0,5,0,0,26,26029
31,30,0.99,1,0,0,0,0,2,0,0,0,0,0,0,26,26030
32,31,0.99,81,6,0,1,8,105,1,0,1,15,1,0,26,26031
33,32,0.99,105,1,3,0,10,77,0,1,1,20,1,1,26,26032
34,33,0.99,97,1,0,0,7,83,0,4,0,41,0,1,26,26033
35,34,0.99,84,6,1,0,6,92,2,3,0,19,2,1,26,26034
36,35,0.99,61,4,0,1,9,56,1,5,0,19,3,0,26,26035
37,36,0.99,75,10,1,2,12,83,2,3,1,23,0,1,26,26036
38,37,0.99,49,7,0,2,8,77,1,2,1,11,0,0,26,26037
39,38,0.99,50,17,1,1,4,214,2,1,1,34,0,0,26,26038
40,39,0.99,41,3,0,1,6,69,0,2,0,13,0,0,26,26039
41,40,0.99,42,4,0,0,5,86,0,4,1,7,0,4,26,26040
42,41,0.99,80,13,0,1,18,206,2,3,3,47,0,2,26,26041
43,42,0.99,60,6,3,0,4,126,2,4,0,16,0,0,26,26042
44,43,0.99,57,8,0,2,6,189,1,1,1,27,0,0,26,26043
45,44,0.99,52,4,0,3,9,165,0,0,2,23,0,0,26,26044
46,45,0.99,55,14,0,3,7,182,0,2,1,26,0,0,26,26045
47,46,0.99,36,10,0,1,15,129,1,3,0,18,0,2,26,26046
48,47,0.99,73,4,0,0,7,73,1,4,0,17,0,0,26,26047
49,48,0.99,69,10,1,0,2,84,1,1,1,22,2,0,26,26048
50,49,0.99,46,8,0,0,2,74,0,2,1,14,0,3,26,26049
51,50,0.99,53,5,1,4,8,99,2,4,0,11,0,1,26,26050
52,51,0.99,36,2,0,1,3,56,2,0,0,6,1,0,26,26051
53,52,0.99,47,2,0,1,6,79,2,4,0,27,0,0,26,26052
54,53,0.99,76,3,0,0,8,78,0,1,1,12,0,0,26,26053
55,54,0.99,89,15,1,1,6,94,0,2,0,14,1,0,26,26054
56,55,0.99,97,9,0,3,7,117,0,3,0,25,1,0,26,26055
57,56,0.99,89,8,0,1,10,95,1,3,0,31,1,1,26,26056
58,57,0.99,103,10,0,1,13,99,5,1,2,19,0,0,26,26057
59,58,0.99,32,0,0,0,2,30,0,2,0,3,0,0,26,26058
60,59,0.99,79,7,0,1,6,94,2,1,1,18,1,0,26,26059
61,60,0.99,60,4,0,1,4,59,0,0,1,15,0,0,26,26060
62,61,0.99,107,6,1,0,4,60,0,2,0,8,1,1,26,26061
63,62,0.99,0,0,0,0,0,0,0,0,0,0,0,0,26,26062
64,63,0.99,0,0,0,0,0,0,0,0,0,0,0,0,26,26063
65,64,0.99,0,0,0,0,0,0,0,0,0,0,0,0,26,26064
66,65,0.99,0,0,0,0,0,0,0,0,0,0,0,0,26,26065
2,1,0.99,23,1,0,0,3,22,0,0,0,3,0,0,27,27001
3,2,0.99,166,2,1,0,14,114,2,3,0,15,1,0,27,27002
4,3,0.99,166,10,2,2,27,174,1,3,2,75,1,0,27,27003
5,4,0.99,120,9,0,6,17,154,1,2,1,68,0,1,27,27004
6,5,0.99,109,14,1,6,21,191,3,6,0,79,0,0,27,27005
7,6,0.99,67,7,0,1,10,88,1,1,1,40,1,0,27,27006
8,7,0.99,19,0,0,1,0,37,0,0,0,4,0,0,27,27007
9,8,0.5,9,0,0,0,2,6,0,0,1,3,0,0,27,27008
10,9,0.99,45,0,0,1,2,87,1,1,0,7,0,0,27,27009
11,10,0.8571,55,1,0,0,7,33,1,0,1,1,0,0,27,27010
12,11,0.99,35,2,0,1,2,37,0,1,0,5,0,0,27,27011
13,12,0.8332999999999999,77,5,1,1,18,144,5,1,2,6,0,2,27,27012
14,13,0.99,80,5,0,1,5,78,2,1,1,10,1,0,27,27013
15,14,0.99,75,5,1,1,12,192,3,1,1,11,0,0,27,27014
16,15,0.99,85,12,0,2,13,197,0,0,1,7,0,1,27,27015
17,16,0.99,48,2,0,0,7,100,1,0,0,5,0,0,27,27016
18,17,0.99,78,4,0,1,6,66,0,2,2,5,1,1,27,27017
19,18,0.99,19,0,1,0,14,66,1,1,1,3,0,0,27,27018
20,19,0.99,105,4,0,1,3,65,1,3,1,5,0,0,27,27019
21,20,0.99,39,4,0,0,4,181,0,2,0,7,0,0,27,27020
22,21,0.99,48,8,1,1,11,181,0,2,3,12,0,0,27,27021
23,22,0.99,79,9,0,2,15,163,1,2,0,19,1,1,27,27022
24,23,0.99,43,2,0,0,10,215,0,0,0,11,0,0,27,27023
25,24,0.99,23,1,0,0,6,209,0,0,1,7,0,2,27,27024
26,25,0.99,39,6,1,0,10,338,2,4,0,6,0,0,27,27025
27,26,0.99,45,0,0,0,0,25,1,0,0,0,0,0,27,27026
28,27,0.99,11,2,0,1,7,533,0,13,0,7,0,4,27,27027
29,28,0.99,70,3,1,1,7,174,0,3,0,8,0,0,27,27028
30,29,0.99,17,1,0,1,4,347,0,1,1,0,0,2,27,27029
31,30,0.99,40,1,1,2,5,117,1,4,1,8,1,0,27,27030
32,31,0.5,2,0,0,0,1,5,0,0,0,0,0,0,27,27031
33,32,0.99,73,4,0,1,6,82,0,1,0,7,2,0,27,27032
34,33,0.99,75,2,1,0,1,47,1,0,1,2,0,0,27,27033
35,34,0.99,78,1,0,0,5,57,4,0,2,6,0,0,27,27034
36,35,0.99,87,6,0,0,1,59,1,0,0,7,0,1,27,27035
37,36,0.99,61,7,0,0,9,60,0,2,0,15,0,3,27,27036
38,37,0.99,61,1,0,0,8,60,1,1,0,4,0,0,27,27037
39,38,0.99,82,4,0,2,0,52,4,0,0,5,0,1,27,27038
40,39,0.99,50,0,2,0,3,52,2,0,0,4,0,1,27,27039
41,40,0.8571,118,3,0,0,11,115,2,3,3,7,0,0,27,27040
42,41,0.99,19,1,0,0,1,28,0,0,0,5,0,0,27,27041
43,42,0.99,34,2,0,0,6,78,1,2,0,5,0,0,27,27042
44,43,0.99,46,8,0,0,4,61,4,2,1,23,0,3,27,27043
45,44,0.99,35,5,0,1,2,67,0,6,0,8,0,0,27,27044
46,45,0.99,40,3,0,0,5,82,0,1,0,10,3,0,27,27045
47,46,0.99,3,0,0,0,0,7,0,0,0,2,0,0,27,27046
48,47,0.99,36,2,0,2,1,25,0,2,2,2,0,0,27,27047
49,48,0.99,73,3,1,0,8,66,1,2,2,11,1,0,27,27048
50,49,0.99,71,3,0,0,3,71,1,1,0,13,0,1,27,27049
51,50,0.99,53,0,0,2,6,60,0,0,1,6,2,0,27,27050
52,51,0.99,43,3,0,1,6,96,0,0,0,11,1,0,27,27051
53,52,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27052
54,53,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27053
55,54,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27054
56,55,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27055
57,56,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27056
58,57,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27057
59,58,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27058
60,59,0.5,0,0,0,0,0,0,0,0,0,0,0,0,27,27059
61,60,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27060
62,61,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27061
63,62,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27062
64,63,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27063
65,64,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27064
66,65,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27065
67,66,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27066
68,67,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27067
69,68,0.99,0,0,0,0,0,0,0,0,0,0,0,0,27,27068
2,1,0.99,63,1,1,2,0,28,0,1,0,3,0,1,28,28001
3,2,0.99,175,10,0,1,22,167,4,6,2,49,2,0,28,28002
4,3,0.99,145,10,0,4,16,143,3,4,2,49,2,0,28,28003
5,4,0.99,170,11,0,0,12,118,3,4,0,43,0,0,28,28004
6,5,0.99,19,2,0,0,0,23,0,0,0,4,0,0,28,28005
7,6,0.99,27,1,0,1,1,63,0,4,0,2,1,0,28,28006
8,7,0.99,122,4,0,2,7,168,1,0,0,27,0,0,28,28007
9,8,0.99,131,2,0,1,16,90,0,4,0,32,1,0,28,28008
10,9,0.99,143,8,1,2,8,126,0,3,0,18,0,1,28,28009
11,10,0.75,27,0,0,0,1,40,1,1,0,8,0,0,28,28010
12,11,0.99,53,2,0,0,5,49,1,3,0,19,1,2,28,28011
13,12,0.99,47,1,0,0,3,61,0,2,0,2,2,0,28,28012
14,13,0.99,37,2,0,1,2,29,0,1,1,6,0,0,28,28013
15,14,0.99,71,1,0,1,4,54,0,1,0,9,2,0,28,28014
16,15,0.99,65,8,0,0,3,70,1,2,2,8,1,0,28,28015
17,16,0.99,0,0,0,0,0,2,0,0,0,0,0,0,28,28016
18,17,0.99,2,0,0,0,0,5,0,0,0,0,0,0,28,28017
19,18,0.99,17,2,0,0,3,34,0,0,0,4,1,0,28,28018
20,19,0.99,141,0,0,1,2,27,1,0,0,17,0,0,28,28019
21,20,0.99,243,3,0,1,9,48,1,1,1,16,1,0,28,28020
22,21,0.99,33,3,0,0,1,13,2,0,1,4,0,0,28,28021
23,22,0.99,55,11,1,1,2,80,1,1,1,7,0,1,28,28022
24,23,0.99,46,2,0,0,2,57,0,3,0,4,0,1,28,28023
25,24,0.99,76,9,0,1,3,128,0,2,1,15,0,0,28,28024
26,25,0.99,74,9,0,1,9,132,2,9,0,26,1,2,28,28025
27,26,0.99,80,3,2,1,5,96,5,2,0,20,0,1,28,28026
28,27,0.99,40,1,0,0,2,52,0,2,0,6,1,0,28,28027
29,28,0.99,63,2,0,0,6,57,1,1,0,10,0,0,28,28028
30,29,0.99,100,12,0,1,22,155,3,9,0,70,0,0,28,28029
31,30,0.99,155,18,0,8,12,197,3,8,0,117,0,0,28,28030
32,31,0.99,176,11,0,5,26,135,1,4,4,48,0,0,28,28031
33,32,0.99,194,14,1,7,19,164,2,5,1,85,1,0,28,28032
34,33,0.99,129,10,1,0,12,85,1,6,0,32,0,0,28,28033
35,34,0.99,103,8,1,1,12,107,1,2,0,30,0,0,28,28034
36,35,0.99,166,16,0,7,16,238,6,8,1,79,0,1,28,28035
37,36,0.99,38,0,0,0,6,65,1,2,1,28,0,0,28,28036
38,37,0.99,119,7,2,4,16,196,2,6,0,57,0,0,28,28037
39,38,0.99,129,11,0,4,13,137,2,3,1,34,0,1,28,28038
40,39,0.5,48,3,0,1,11,48,1,0,0,18,0,0,28,28039
41,40,0.5,31,6,0,0,7,62,0,3,0,17,0,0,28,28040
42,41,0.5,25,1,0,0,3,22,0,1,0,6,0,0,28,28041
43,42,0.5,2,1,0,0,0,5,0,0,0,1,0,0,28,28042
44,43,0.99,77,5,0,0,11,124,0,2,0,7,0,0,28,28043
45,44,0.99,58,2,0,0,2,92,1,1,1,4,0,0,28,28044
46,45,0.99,119,4,0,4,15,81,2,4,1,29,0,0,28,28045
47,46,0.99,97,4,0,1,6,83,2,1,1,22,0,0,28,28046
48,47,0.99,92,5,0,0,6,71,2,2,2,18,1,0,28,28047
49,48,0.99,82,2,0,0,5,79,0,0,0,10,0,0,28,28048
50,49,0.99,79,1,0,2,5,64,0,0,1,13,0,0,28,28049
51,50,0.99,165,8,0,0,13,128,1,3,0,50,1,0,28,28050
52,51,0.99,149,6,0,0,8,116,0,1,1,52,0,0,28,28051
